ensembl	f65571bf-793a-43d5-93aa-c85bac4dca56.htseq.counts	0b3957f2-b010-44ef-8376-455427a5e158.htseq.counts	01ddf9de-8532-4a68-af48-fec5bed7e78d.htseq.counts	254023bc-c2bd-4d26-8f62-b18e2906037d.htseq.counts	4a7fa98b-c6cb-48a9-909e-41a7efde10b2.htseq.counts	14aa3bdb-5c34-4fb4-91b8-876faf41674d.htseq.counts	cb26f33d-b1b7-411a-9f21-7e3ea98694d9.htseq.counts	9a2b0bc5-8882-4aba-ac8a-51b1484b66ea.htseq.counts	fd700b77-843b-49a6-800d-545b5f2bab90.htseq.counts	f10cc48c-4566-41fd-8dbf-66393ee09d70.htseq.counts
ENSG00000175318	7	66	218	48	300	469	13	118	92	73
ENSG00000175319	0	0	3	0	0	0	0	0	0	0
ENSG00000175322	413	103	817	133	1468	156	156	196	304	831
ENSG00000175324	1324	1370	938	1530	1495	1019	1274	916	1284	706
ENSG00000175325	0	0	0	0	0	0	0	0	0	0
ENSG00000175329	0	2	2	0	0	0	0	0	2	0
ENSG00000175334	10557	7129	4260	7749	10373	4965	5924	5325	8528	7401
ENSG00000175336	1	0	1	1	0	1	0	0	2	1
ENSG00000175344	3	0	187	10	708	7	5	107	26	21
ENSG00000175348	2194	5029	2169	4303	3652	5470	4813	2639	1595	864
ENSG00000175352	177	370	1204	114	1456	65	187	755	625	311
ENSG00000175354	3486	2013	1261	2498	1457	1831	1794	1131	2312	1280
ENSG00000175356	59	33	3036	211	7849	440	84	4334	129	82
ENSG00000175376	3057	2106	1120	1526	2479	897	1601	1363	2156	2083
ENSG00000175387	4617	4578	4016	2042	4893	4975	5077	5324	3659	2962
ENSG00000175390	5344	7192	5027	9869	8520	10173	8350	13182	7074	6912
ENSG00000175393	0	0	0	0	0	0	0	0	0	0
ENSG00000175395	1099	1088	1888	435	905	1220	1060	742	491	1337
ENSG00000175398	0	0	0	0	0	0	0	0	0	0
ENSG00000175414	1322	658	2300	607	3100	1433	1749	2073	1080	2220
ENSG00000175416	2918	4453	3360	5950	5414	3996	3247	4226	2710	2871
ENSG00000175426	959	18	367	2564	1260	574	54	3913	85	1974
ENSG00000175445	492	14488	5902	14601	514	7204	10339	1539	267	754
ENSG00000175449	154	71	235	83	167	64	47	163	39	99
ENSG00000175455	3862	1044	3052	1081	2471	1501	1487	1614	3597	3245
ENSG00000175463	107	402	254	368	96	646	580	331	1119	101
ENSG00000175467	8800	8050	3541	8884	7659	4838	5967	4400	8590	5474
ENSG00000175470	957	1654	1566	1135	2494	2267	1569	2016	1356	2068
ENSG00000175471	2890	1373	356	310	230	955	868	725	718	639
ENSG00000175482	707	2760	1097	3882	940	1875	4633	954	549	596
ENSG00000175485	0	1	1	0	1	0	0	0	0	0
ENSG00000175489	328	1659	90	1618	147	1881	1600	358	487	186
ENSG00000175497	0	0	0	0	2105	2	2	259	8	3
ENSG00000175505	366	3945	1043	2932	1424	1460	4430	661	240	348
ENSG00000175509	1	0	1	1	23	1	0	0	0	3
ENSG00000175513	3	25	3	26	8	38	26	3	6	5
ENSG00000175514	0	1	0	1	1	4	2	0	1	1
ENSG00000175518	15	10	25	51	8	39	15	76	13	9
ENSG00000175520	0	0	0	0	1	0	1	0	0	0
ENSG00000175535	0	1	0	0	0	0	0	0	0	1
ENSG00000175536	35	38	79	79	136	62	35	125	36	162
ENSG00000175538	767	806	78	729	587	507	1367	891	544	650
ENSG00000175544	32	42	18	44	66	116	128	17	42	20
ENSG00000175548	640	814	1574	292	1573	564	819	1153	1032	635
ENSG00000175550	6166	8548	2382	14610	5060	5534	5933	3013	8349	6999
ENSG00000175556	412	328	384	41	325	30	177	123	79	14
ENSG00000175564	142	102	95	57	68	164	146	98	55	32
ENSG00000175567	1875	9543	722	3585	1192	5805	3275	813	5248	363
ENSG00000175573	5018	3539	2962	3056	3937	2630	2581	3221	3676	2559
ENSG00000175575	800	1135	944	1607	1321	1894	1267	1367	712	1685
ENSG00000175581	1284	702	436	787	1077	1210	760	721	1198	1075
ENSG00000175582	5840	7625	4925	5552	9374	10196	10794	5811	3803	6833
ENSG00000175591	8	10	16	3	24	3	47	23	80	6
ENSG00000175592	1203	1749	44	3612	132	463	1962	160	5679	47
ENSG00000175595	1187	793	1131	262	1399	452	676	416	1874	287
ENSG00000175600	8350	45	118	66	306	95	64	236	1599	232
ENSG00000175602	1669	1798	1281	4469	1279	1518	1584	2350	4475	921
ENSG00000175604	1	3	1	1	1	1	0	0	0	0
ENSG00000175606	1488	1447	853	2041	2379	878	1041	1199	1485	998
ENSG00000175611	456	209	125	354	6	118	150	19	341	114
ENSG00000175619	0	0	0	0	0	0	0	0	0	0
ENSG00000175634	1636	2157	1162	2532	2255	1975	1807	1541	1514	3142
ENSG00000175643	904	195	369	466	2723	193	382	371	2679	1000
ENSG00000175646	0	0	0	0	0	0	0	0	0	0
ENSG00000175658	0	0	0	0	0	0	0	0	0	0
ENSG00000175662	5239	12674	6741	5352	2814	13309	10278	2170	2315	6332
ENSG00000175664	1	0	2	2	0	248	0	0	1	0
ENSG00000175676	0	1	5	0	0	0	0	0	0	0
ENSG00000175691	242	520	348	91	169	150	254	213	134	297
ENSG00000175697	129	15	384	30	549	9	21	122	47	228
ENSG00000175699	1	1	0	0	0	0	0	0	2	2
ENSG00000175701	1218	1283	811	1051	887	1437	760	707	1276	815
ENSG00000175707	5	1	1	1	7	2	0	9	79	1
ENSG00000175711	191	482	784	799	370	461	373	383	237	207
ENSG00000175718	0	0	0	0	1	0	0	0	0	1
ENSG00000175727	8894	8232	5170	5208	3658	3308	5498	4135	8524	6894
ENSG00000175728	0	0	0	0	0	0	0	0	0	0
ENSG00000175730	6	11	8	2	8	25	6	10	10	6
ENSG00000175741	39	56	60	54	85	38	75	33	32	30
ENSG00000175745	2589	3677	1672	1728	1334	23638	2328	2348	766	13399
ENSG00000175746	3	14	0	7	17	1	12	11	1	5
ENSG00000175749	14	7	7	11	27	1	1	16	3	11
ENSG00000175756	3755	4795	1913	9042	2997	3721	3394	2041	5761	4724
ENSG00000175764	397	236	197	186	248	227	252	415	117	172
ENSG00000175766	0	0	0	0	3	1	0	0	1	0
ENSG00000175768	1138	1075	283	651	1202	716	1011	1323	2004	889
ENSG00000175772	13	12	16	30	9	28	5	15	25	12
ENSG00000175773	2	27	15	16	3	36	8	20	1	17
ENSG00000175779	1	1	0	1	0	1	1	4	4	0
ENSG00000175782	981	2516	1568	3535	2511	988	1175	1307	761	1160
ENSG00000175785	10	15765	352	1788	827	47425	11980	282	5	266
ENSG00000175787	149	103	162	97	111	132	169	233	126	82
ENSG00000175792	3115	2250	1275	2622	2635	2233	2370	1702	6105	3996
ENSG00000175793	63	8	104	14	63	748	26	17	677	5
ENSG00000175800	1	2	3	1	0	1	0	3	1	0
ENSG00000175806	542	929	494	1269	605	816	1223	782	672	340
ENSG00000175809	0	0	0	0	0	0	0	0	0	1
ENSG00000175820	26	11	4	1	20	3	30	11	6	8
ENSG00000175826	5465	7346	3752	7843	5318	6448	7706	5317	5192	3917
ENSG00000175832	478	849	359	6213	5232	40	2218	2787	2965	4988
ENSG00000175841	2	0	1	0	1	2	1	0	3	0
ENSG00000175854	1712	1581	734	3495	1645	966	1253	1145	1240	666
ENSG00000175857	19	1340	67	451	47	1553	1879	38	43	63
ENSG00000175866	1824	2781	5078	2880	3803	3292	2493	2784	2339	844
ENSG00000175868	0	3	6	2	16	1	2	30	42	18
ENSG00000175874	45	19	38	26	75	2	40	230	123	62
ENSG00000175877	1	1	8	45	13	0	0	1	11	0
ENSG00000175879	283	1451	2123	990	2903	667	1090	1589	222	1006
ENSG00000175886	40	31	18	44	13	35	29	51	16	25
ENSG00000175893	368	1189	722	90	1060	1010	1742	1232	1355	460
ENSG00000175894	19	0	243	1	518	3	10	35	18	979
ENSG00000175895	873	2062	1311	705	2406	992	1500	962	651	511
ENSG00000175899	10995	319516	27180	342577	11894	158281	133250	175891	27581	57207
ENSG00000175906	1625	1321	835	1546	917	441	426	743	369	283
ENSG00000175920	2	7	171	13	73	2	13	58	29	251
ENSG00000175928	10061	348	536	49	5127	906	101	2989	48	3966
ENSG00000175931	4107	2962	5247	3285	8898	1616	1975	3671	2619	3881
ENSG00000175938	934	872	479	1506	950	881	825	1103	685	483
ENSG00000175946	76	6	27	3	2	2	7	19	36	41
ENSG00000175967	13	0	8	2	3	2	0	8	1	12
ENSG00000175970	2604	4549	3774	2712	4683	2687	2703	5095	2287	2182
ENSG00000175984	299	168	333	92	397	97	79	244	152	290
ENSG00000175985	9	7	48	10	17	5	9	25	7	4
ENSG00000176007	0	1	0	0	0	0	0	1	0	0
ENSG00000176009	0	0	1	0	1	0	3	1	0	0
ENSG00000176014	16881	5525	3034	15518	5475	4560	8638	2682	14624	4608
ENSG00000176018	2487	1844	3019	397	2454	777	1268	1459	1198	1563
ENSG00000176020	0	0	2	1	5	1	5	2	4	2
ENSG00000176022	2317	1952	1032	2409	3467	2468	2139	1295	2195	2650
ENSG00000176024	313	197	241	91	143	320	316	132	158	212
ENSG00000176029	1	3	4	7	6	7	5	5	5	0
ENSG00000176040	1	0	0	0	0	0	0	0	2	0
ENSG00000176043	3	1	0	1	1	3	1	2	1	3
ENSG00000176046	7931	8874	4816	5578	6084	3582	1014	6134	3831	604
ENSG00000176049	14	1575	3389	799	3789	4682	991	779	581	1339
ENSG00000176054	15	20	72	18	16	23	11	30	24	20
ENSG00000176055	981	486	1170	158	1312	343	652	1081	352	398
ENSG00000176058	1335	795	489	1511	786	690	770	1054	1679	1008
ENSG00000176075	0	2	0	0	0	0	0	0	0	0
ENSG00000176076	3	4	2	12	346	25	6	93	6	28
ENSG00000176083	17	70	32	6	10	150	26	43	197	0
ENSG00000176087	7183	9361	7246	5700	6289	5111	7579	4815	4684	6043
ENSG00000176092	3	5	21	48	101	19	1	23	27	21
ENSG00000176095	4908	4260	3035	1705	9581	2677	4038	5391	4437	4403
ENSG00000176101	3212	2759	1271	5966	2289	2550	2361	2638	3199	2872
ENSG00000176102	2065	1196	1202	1396	2641	1316	1690	1164	2090	1517
ENSG00000176105	5388	2533	4018	1308	5659	970	2042	2556	2735	5560
ENSG00000176108	1506	1886	2275	3402	2872	1658	1487	1341	1589	605
ENSG00000176115	0	26	0	3	0	20	2	0	0	2
ENSG00000176124	113	400	145	245	246	237	274	287	201	231
ENSG00000176125	29	58	120	477	253	61	108	85	30	45
ENSG00000176134	0	23	0	8	0	3	9	0	0	0
ENSG00000176136	1	7	0	11	1	0	31	1	0	0
ENSG00000176142	3190	2446	2905	1619	3072	1187	2270	1889	2549	2871
ENSG00000176148	625	915	472	716	602	811	1429	372	721	281
ENSG00000176153	4	8	37	8	6	10	18	11	13	3
ENSG00000176155	740	1310	2053	2138	2146	1665	1005	1632	1277	438
ENSG00000176160	4	4	1	2	7	1	7	2	4	5
ENSG00000176165	421	165	3044	431	3604	0	2	3280	377	1400
ENSG00000176170	8010	4080	254	12104	347	1473	2419	569	4545	240
ENSG00000176171	2170	1326	1698	2008	3098	1640	1461	4722	3475	1226
ENSG00000176177	18	3661	0	964	0	4	255	15	210	0
ENSG00000176182	924	548	426	510	435	442	472	215	358	453
ENSG00000176183	9	9	2	2	6	2	1	0	20	1
ENSG00000176194	0	2	62	1	23	1	0	34	0	2
ENSG00000176198	1	0	1	0	2	0	0	0	1	2
ENSG00000176200	0	0	0	0	0	0	0	0	0	0
ENSG00000176204	3	22	145	2	9	4	67	26	3	126
ENSG00000176208	399	208	223	130	486	159	225	140	503	665
ENSG00000176209	1210	1812	994	2518	1844	1971	1454	2316	861	626
ENSG00000176219	0	0	0	0	4	0	0	0	0	0
ENSG00000176222	320	98	298	201	46	178	84	398	194	292
ENSG00000176225	978	1072	671	972	1055	441	650	817	568	828
ENSG00000176230	0	0	0	0	0	0	0	0	0	0
ENSG00000176231	0	0	0	0	0	0	0	0	0	0
ENSG00000176232	0	0	0	0	0	0	0	0	0	0
ENSG00000176236	14	6	13	6	13	10	10	7	10	37
ENSG00000176239	0	0	0	0	0	0	0	0	0	0
ENSG00000176243	0	0	0	0	0	0	0	0	0	0
ENSG00000176244	12	2	76	3	89	15	11	41	49	110
ENSG00000176246	0	0	0	0	0	0	0	0	0	0
ENSG00000176248	3459	2738	2876	3900	2613	2561	2560	3390	3120	3219
ENSG00000176253	0	0	0	0	0	0	0	0	0	0
ENSG00000176256	0	0	1	0	0	0	0	0	0	0
ENSG00000176261	1348	1436	466	2029	638	817	901	441	853	965
ENSG00000176268	5	9	10	6	10	38	11	16	7	23
ENSG00000176269	0	0	0	0	0	0	0	0	0	0
ENSG00000176273	196	361	865	102	1312	129	336	657	267	198
ENSG00000176281	0	0	0	0	0	0	0	0	0	0
ENSG00000176289	1	0	15	1	2	1	0	19	1	2
ENSG00000176290	0	0	0	0	0	0	0	0	0	0
ENSG00000176293	167	77	493	16	140	334	402	681	78	531
ENSG00000176294	0	0	0	155	3	0	2	0	0	0
ENSG00000176299	0	0	0	0	0	0	0	0	0	0
ENSG00000176302	0	0	1	1	2	0	0	4	0	8
ENSG00000176312	0	0	0	0	0	0	0	0	0	0
ENSG00000176318	0	1	1	0	11	0	0	3	0	0
ENSG00000176320	0	2	5	0	1	0	8	8	1	0
ENSG00000176340	3230	7925	2592	10008	4931	6409	5461	4589	3568	5462
ENSG00000176343	0	2	3	3	1	1	5	3	2	4
ENSG00000176349	0	1	59	1	30	1	2	4	7	15
ENSG00000176358	3	22	6	6	6	4	12	8	1	9
ENSG00000176371	797	382	421	503	1037	230	317	513	259	1260
ENSG00000176378	0	0	2	0	2	0	0	0	0	0
ENSG00000176381	0	54	195	61	1294	7	1	528	2	22
ENSG00000176383	75	29	64	36	72	36	23	124	79	38
ENSG00000176386	709	334	192	582	264	356	354	445	714	262
ENSG00000176387	213	19	411	24	186	5	161	156	76	380
ENSG00000176390	886	1755	649	495	753	1318	1955	472	848	699
ENSG00000176393	1875	2525	1847	2471	2113	4184	4677	1997	3785	3191
ENSG00000176396	1357	1158	692	1359	1607	841	831	1121	957	2507
ENSG00000176399	222	1087	185	0	646	6	1000	327	97	16
ENSG00000176401	427	166	551	607	597	207	164	367	211	440
ENSG00000176402	5	29	32	47	41	5	2201	31	3	65
ENSG00000176406	8	314	2083	122	809	4	23	260	54	40
ENSG00000176407	3746	5020	3339	3328	3732	2618	3217	2808	4939	2135
ENSG00000176410	436	808	1375	1983	799	772	668	614	245	302
ENSG00000176422	455	822	1272	615	989	612	877	684	382	508
ENSG00000176428	143	149	822	602	1078	241	54	809	103	296
ENSG00000176435	997	3206	1092	410	488	888	1384	1058	1245	934
ENSG00000176438	621	4361	4323	935	2159	1581	2252	5110	1692	566
ENSG00000176444	3705	2081	3417	1412	4808	2130	1846	3029	2806	2005
ENSG00000176454	1434	1186	1723	1923	1840	1617	1369	1290	3262	663
ENSG00000176463	318	1796	2092	3398	1900	425	1363	1136	2677	112
ENSG00000176472	279	141	215	93	183	359	234	89	100	72
ENSG00000176473	725	449	430	648	734	690	697	613	606	711
ENSG00000176476	1646	778	729	622	1182	804	479	959	617	506
ENSG00000176485	124	10518	733	6522	139	12490	5761	1105	631	1010
ENSG00000176490	313	4826	2512	752	3595	107	354	1771	89	48
ENSG00000176495	0	0	0	0	0	0	0	0	0	0
ENSG00000176510	6	1	1	0	0	1	14	2	2	15
ENSG00000176515	4	0	0	0	3	0	0	1	1	0
ENSG00000176531	551	413	355	664	616	549	519	371	161	149
ENSG00000176532	5	156	31	69	32	102	50	42	32	3
ENSG00000176533	42	11578	2350	2148	2587	2963	2085	1302	133	155
ENSG00000176540	0	0	0	0	0	0	0	0	0	0
ENSG00000176542	2025	1572	1068	361	1088	834	1323	827	959	870
ENSG00000176547	0	0	0	0	0	0	0	0	0	0
ENSG00000176555	0	0	0	0	0	0	0	0	0	0
ENSG00000176563	33	50	95	71	79	99	57	50	56	78
ENSG00000176566	3	0	2	0	5	0	0	0	1	3
ENSG00000176567	0	0	0	0	0	0	0	0	0	0
ENSG00000176571	0	0	0	0	5	0	0	0	32	1
ENSG00000176584	1	2	1	0	0	0	1	0	0	0
ENSG00000176593	288	78	607	75	226	342	295	308	168	208
ENSG00000176595	232	266	2052	167	826	84	200	675	157	787
ENSG00000176597	1549	2030	355	1468	3951	1015	793	746	2492	1401
ENSG00000176601	3	8	3	14	2	1	6	1	2	5
ENSG00000176605	0	0	3	0	0	0	0	0	0	0
ENSG00000176619	7770	6961	7068	3718	28325	2922	5496	10514	15383	10922
ENSG00000176623	1155	3076	2304	2598	3871	3575	3411	2316	1488	1190
ENSG00000176624	1930	6830	1620	1660	2855	2016	4785	2296	2551	1683
ENSG00000176635	0	2	1	1	1	2	0	0	1	8
ENSG00000176641	206	792	2765	127	1389	80	487	1147	269	231
ENSG00000176654	0	0	1	2	0	0	0	1	3	12
ENSG00000176658	8033	1936	2238	266	2702	726	1881	3198	3927	1956
ENSG00000176659	12	93	41	54	24	133	100	40	4	74
ENSG00000176678	330	179	29	211	174	25	673	161	590	172
ENSG00000176679	0	0	0	0	0	0	0	0	1	0
ENSG00000176681	25	40	77	47	17	17	68	83	29	53
ENSG00000176692	331	602	331	812	1058	48	527	547	145	2359
ENSG00000176695	0	0	0	0	0	0	0	0	0	0
ENSG00000176697	50	768	13	122	961	1240	1261	626	2172	253
ENSG00000176700	273	255	358	146	372	238	241	304	140	292
ENSG00000176714	99	306	665	75	828	278	210	404	194	279
ENSG00000176715	1821	1531	1420	1334	1365	1579	1333	1471	1873	1293
ENSG00000176716	0	0	6	0	6	6	0	0	0	0
ENSG00000176720	234	204	1190	2749	1103	133	1969	2103	566	576
ENSG00000176723	251	63	437	84	1121	76	136	477	22	138
ENSG00000176728	9	21	0	38	0	0	29	0	28	0
ENSG00000176731	1310	1350	932	2104	2202	1260	898	1683	1000	1351
ENSG00000176732	20	21	72	79	80	79	25	72	14	99
ENSG00000176742	0	0	0	0	0	0	0	0	0	0
ENSG00000176746	0	0	0	0	3	0	0	0	9	5
ENSG00000176748	0	0	0	0	0	0	0	0	0	0
ENSG00000176749	223	896	177	124	222	82	546	210	525	531
ENSG00000176752	0	0	0	0	0	0	0	0	0	0
ENSG00000176753	0	3	12	5	130	13	2	33	23	1
ENSG00000176754	0	8	0	14	0	3	0	1	0	0
ENSG00000176761	39	14	5	1	29	4	8	11	6	10
ENSG00000176769	0	44	96	242	123	4	13	120	0	48
ENSG00000176771	30	305	372	55	488	209	226	178	891	154
ENSG00000176774	0	0	0	0	1	0	0	1	0	1
ENSG00000176782	0	0	0	0	0	0	0	0	0	0
ENSG00000176783	3824	5528	3032	3138	2637	3904	3909	3312	3376	3125
ENSG00000176787	0	0	0	0	0	0	0	0	0	0
ENSG00000176788	49680	2423	8314	1643	9764	2038	2341	4802	7158	7868
ENSG00000176797	0	0	0	0	0	0	0	1	0	0
ENSG00000176798	0	0	0	0	0	0	0	0	0	0
ENSG00000176809	886	168	1395	212	930	378	300	1025	161	638
ENSG00000176812	0	0	1	0	1	0	0	0	0	0
ENSG00000176826	314	153	451	88	348	79	88	553	575	112
ENSG00000176834	1952	1639	1678	1734	1187	903	1289	1171	1298	447
ENSG00000176840	0	4	2	9	0	0	0	0	0	1
ENSG00000176842	1069	15	207	23	738	0	19	272	112	24
ENSG00000176845	6235	9511	7332	13209	1894	2556	4936	3995	3953	1073
ENSG00000176853	5447	5895	3119	2228	5217	1949	4391	3039	3068	3783
ENSG00000176855	1	0	0	0	1	0	1	1	0	1
ENSG00000176857	0	2	2	0	1	1	1	0	1	1
ENSG00000176868	0	0	0	0	0	0	0	0	0	0
ENSG00000176871	9518	10054	2833	4303	3944	4407	7372	4551	4622	3556
ENSG00000176879	0	0	0	0	0	0	0	0	0	0
ENSG00000176882	0	0	0	0	2	0	0	0	0	1
ENSG00000176884	1	3	21	6	57	11	1	164	14	8
ENSG00000176887	73	107	2916	117	7735	10	64	1675	6	14777
ENSG00000176890	4868	480	1811	2183	6712	521	1704	1482	2058	1236
ENSG00000176893	0	0	0	0	0	0	0	0	0	0
ENSG00000176894	1063	205	373	295	819	312	168	863	514	333
ENSG00000176895	0	0	0	0	0	0	0	0	0	0
ENSG00000176896	211	291	267	116	514	214	205	362	118	723
ENSG00000176900	0	0	0	0	0	0	0	0	0	1
ENSG00000176903	7501	3547	4185	2463	4420	8516	5966	3654	2229	2484
ENSG00000176904	0	0	0	0	0	0	0	0	0	0
ENSG00000176907	501	14619	3221	6042	2894	2695	866	5446	2841	2301
ENSG00000176909	421	97	727	100	917	398	147	376	221	256
ENSG00000176912	42	7	37	164	41	16	22	36	19	38
ENSG00000176915	8903	5331	5364	4835	6458	3227	3804	4181	9055	4942
ENSG00000176919	10	15	19	26	26	22	16	16	18	24
ENSG00000176920	14	39	86	52	49	28	43	40	61	101
ENSG00000176922	0	0	0	0	0	0	0	0	0	0
ENSG00000176923	0	0	0	0	0	0	0	0	0	0
ENSG00000176925	0	0	0	0	0	0	0	0	0	0
ENSG00000176927	28	13	34	7	23	4	13	33	31	8
ENSG00000176928	326	44	330	46	141	18	33	90	30	19
ENSG00000176933	7	7	81	19	41	17	124	127	13	11
ENSG00000176937	0	0	0	0	0	0	0	0	0	0
ENSG00000176945	37	71	549	368	66	265	24	239	175	107
ENSG00000176946	760	2386	3020	4975	4640	2730	2143	3036	1124	1874
ENSG00000176951	0	0	0	0	0	0	0	0	0	0
ENSG00000176953	2424	1735	1404	1264	1852	2080	2414	1527	1973	1317
ENSG00000176956	15	45	217	3	492	2	130	1137	44	389
ENSG00000176970	0	1	0	0	3	0	0	2	0	0
ENSG00000176971	12130	714	12749	57	27095	1169	729	13694	3318	1245
ENSG00000176973	2457	1565	632	1970	1558	1045	1331	1069	1407	2542
ENSG00000176974	2414	3487	1176	4426	928	3949	2811	650	1716	2473
ENSG00000176978	4363	10070	4032	27007	2164	11082	5397	12433	5021	1954
ENSG00000176979	0	0	0	0	0	0	0	0	0	0
ENSG00000176984	0	3	1	0	0	0	3	4	0	5
ENSG00000176986	1890	3455	1703	287	2158	1432	3843	2793	2927	1654
ENSG00000176988	1	0	2	1	1	2	1	3	0	7
ENSG00000176994	3742	3494	2012	1309	1966	1321	2758	1227	2250	5588
ENSG00000176998	59	9	86	5	46	32	19	87	13	6
ENSG00000177000	818	5811	1370	1973	865	4087	3853	1203	1470	1842
ENSG00000177023	0	0	0	0	0	0	0	0	0	0
ENSG00000177025	10	18	71	43	0	26	11	24	16	43
ENSG00000177030	1767	1657	1089	2156	1091	2632	2061	2170	1500	936
ENSG00000177034	2719	2652	4390	1674	4832	1332	1834	3232	1590	1193
ENSG00000177042	350	519	829	608	538	1521	502	937	321	232
ENSG00000177045	734	361	1039	361	2118	539	504	1080	501	738
ENSG00000177047	1	0	0	0	2	0	1	0	0	1
ENSG00000177051	1068	767	513	651	1331	678	938	470	828	1796
ENSG00000177054	1250	759	706	315	1403	696	762	1093	798	552
ENSG00000177058	973	819	809	513	693	619	696	629	726	1006
ENSG00000177076	84	107	50	6	34	38	160	57	68	111
ENSG00000177082	308	344	606	241	497	251	268	451	204	368
ENSG00000177084	4862	1463	4027	1350	4132	819	1289	2837	5164	4636
ENSG00000177096	1641	1339	2227	920	1753	1259	1691	1452	938	998
ENSG00000177098	251	527	1179	64	1011	1227	1026	569	268	264
ENSG00000177103	29	54	344	86	30	0	1778	174	23	48
ENSG00000177105	3304	7633	1213	6381	1806	8342	7394	2284	3242	1228
ENSG00000177106	60	459	1112	1345	227	1438	100	1660	1000	43
ENSG00000177108	1	3	139	1	132	0	26	9	4	7
ENSG00000177112	0	4	7	14	42	6	2	37	1	5
ENSG00000177119	8995	17705	4878	4664	10388	3264	11071	8056	14260	5052
ENSG00000177125	1194	966	875	497	2362	645	1030	1801	1145	1596
ENSG00000177133	0	562	481	652	252	9761	600	302	83	6
ENSG00000177138	1	1	2	0	0	0	1	1	6	5
ENSG00000177143	0	0	0	0	0	0	0	0	0	0
ENSG00000177144	2	0	0	0	0	0	0	0	0	0
ENSG00000177150	2716	711	1074	1183	1148	366	866	594	1560	884
ENSG00000177151	0	0	0	0	0	0	0	0	0	0
ENSG00000177156	4966	10783	2350	24913	4164	8688	7308	4818	5888	2246
ENSG00000177169	6785	5202	4508	3850	6255	2717	2216	3896	3631	7216
ENSG00000177173	7	35	6	15	7	4	66	5	15	23
ENSG00000177174	0	0	0	0	0	1	0	0	0	0
ENSG00000177181	16	229	175	46	226	99	136	94	105	13
ENSG00000177182	11	16	5	27	15	11	2	4	3	4
ENSG00000177186	0	0	0	0	0	0	0	0	0	0
ENSG00000177189	2898	6738	3093	2335	3131	2657	7122	3881	3813	2537
ENSG00000177191	63	76	20	78	24	453	89	18	107	114
ENSG00000177192	1562	1192	499	2043	1019	928	980	900	1186	1762
ENSG00000177197	2	12	5	2	9	6	5	7	3	2
ENSG00000177200	3535	4571	7782	607	11303	2298	4143	3941	1642	3225
ENSG00000177201	1	0	0	0	0	2	0	0	0	0
ENSG00000177202	1	2	2	0	2	0	1	1	12	2
ENSG00000177212	0	0	0	1	0	11	0	0	2	0
ENSG00000177225	2588	2924	2928	6214	1713	4323	2853	3138	2060	1661
ENSG00000177233	0	0	0	0	0	2	0	0	3	0
ENSG00000177234	266	0	0	0	30	2	2	12	372	7
ENSG00000177238	4	5	15	54	119	19	7	31	1	3
ENSG00000177239	10812	9009	4554	15923	4553	5332	7238	6506	9169	5266
ENSG00000177243	0	0	0	0	0	0	0	0	0	0
ENSG00000177257	0	0	0	0	0	0	0	0	0	0
ENSG00000177261	0	0	0	0	0	0	0	0	0	0
ENSG00000177272	2	54	65	41	60	33	27	52	108	2
ENSG00000177275	0	0	0	0	0	2	0	0	1	0
ENSG00000177283	14304	678	4933	805	7438	2201	607	2637	2133	18743
ENSG00000177291	31	2	2	0	107	24	2	109	14	79
ENSG00000177294	30	59	86	174	35	9	193	86	53	6
ENSG00000177300	0	0	0	0	0	0	0	0	0	0
ENSG00000177301	0	197	257	197	268	381	650	40	7	25
ENSG00000177302	4239	1907	2307	1167	2069	861	1979	1029	2563	6667
ENSG00000177303	2546	5174	4094	2065	5865	3736	5045	2307	1561	1268
ENSG00000177306	0	0	0	0	0	0	0	0	0	0
ENSG00000177311	7632	8401	2016	1845	1970	2952	6514	1543	12836	1644
ENSG00000177324	0	0	0	0	1	0	0	0	0	1
ENSG00000177335	5	134	346	210	91	75	112	136	32	47
ENSG00000177337	321	309	222	1157	111	597	360	290	240	77
ENSG00000177338	0	0	0	8	1	0	1	0	0	0
ENSG00000177340	0	3	10	4	9	2	6	7	0	9
ENSG00000177350	13	25	3	10	6	12	10	13	3	8
ENSG00000177352	1726	1574	715	981	1492	1542	1683	1192	1277	1219
ENSG00000177354	1	0	0	0	43	0	7	32	0	30
ENSG00000177359	129	87	1686	584	629	0	47	273	125	33
ENSG00000177363	1281	50	1330	7	75	360	120	1276	445	311
ENSG00000177369	1	5	1	10	1	6	2	3	0	1
ENSG00000177370	1412	1551	1266	1833	2333	1032	1643	899	880	1617
ENSG00000177374	2570	515	698	841	1909	151	2111	806	1019	2032
ENSG00000177380	203	356	445	182	1144	264	216	398	491	1090
ENSG00000177383	1132	4203	3227	3865	17830	2593	3187	4503	4212	4513
ENSG00000177398	26	3	2	2	6	0	1	1	73	3
ENSG00000177400	0	0	0	0	0	0	0	0	0	1
ENSG00000177406	322	310	55	601	1309	489	799	458	208	217
ENSG00000177409	594	5827	3760	2000	2640	3822	4110	2599	2233	344
ENSG00000177410	4954	4248	1570	4986	2470	1937	2591	5289	1968	9822
ENSG00000177414	8	0	0	0	109	0	0	4	0	11
ENSG00000177418	2	0	2	0	2	0	1	1	1	0
ENSG00000177425	1579	735	902	445	600	93	710	682	3222	65
ENSG00000177426	4368	3097	2043	5308	5247	1450	2229	2055	2076	3135
