ensembl	fca51e84-4783-4e3a-b4a0-85371ce84e43.htseq.counts	cb9beb00-4b21-454f-a865-726bd8120d46.htseq.counts	c1b63308-8e44-46e6-9d83-10e4f69898ff.htseq.counts	6b765cb3-2593-4776-bdfa-a560bc79ff52.htseq.counts	be630f1e-165e-45b7-b4f8-e80ac3ebe323.htseq.counts	d6b51a36-7ce9-4044-809b-e48e9213abd8.htseq.counts	5f86524f-b1b9-4511-9f23-3d5b34bb8cf4.htseq.counts	17fd8633-6271-45f3-9e8a-60d093be9e6b.htseq.counts	23758664-22b8-4bc5-9a03-061619380b20.htseq.counts	44db1348-8a8c-4ef2-99e9-e5a13a9c81ec.htseq.counts
ENSG00000174684	4431	1493	1231	2547	1754	2799	1480	1768	1922	5267
ENSG00000174695	6480	2559	2998	2455	3031	4738	4535	4353	8622	1819
ENSG00000174697	0	4	0	6	0	2	1	0	3	1
ENSG00000174705	5519	7665	2574	4390	3312	9102	7103	3996	5212	1871
ENSG00000174715	0	0	1	0	0	4	1	1	0	0
ENSG00000174718	2463	746	817	598	1255	2338	1876	883	1998	205
ENSG00000174720	3466	2277	2244	1328	2264	3235	2957	2447	4022	442
ENSG00000174721	322	91	238	131	158	156	205	235	152	211
ENSG00000174738	1461	765	904	1321	1188	3724	5083	1759	5185	607
ENSG00000174740	537	31	107	194	417	16	681	19	1105	0
ENSG00000174744	1469	1730	2583	2365	2002	2005	1062	4055	1962	3808
ENSG00000174748	66496	37950	50483	101568	51999	121728	80547	146688	34785	55122
ENSG00000174749	196	253	74	198	442	438	599	160	467	70
ENSG00000174775	1072	3315	2680	3311	2383	1676	858	3935	1354	7418
ENSG00000174776	1	0	1	0	1	0	1	0	7	3
ENSG00000174780	10112	3600	3040	3753	4012	7490	7082	7017	10078	2200
ENSG00000174788	1	5	97	0	0	0	6	11	8	7
ENSG00000174791	1149	675	1716	1163	1745	565	171	4531	482	2919
ENSG00000174792	2	3	1	7	5	2	0	3	20	0
ENSG00000174796	1187	636	490	362	675	1173	872	590	1066	234
ENSG00000174799	982	427	323	209	444	859	801	408	1125	57
ENSG00000174804	2455	4213	563	3068	3315	4541	6757	954	5738	918
ENSG00000174807	6218	2988	4679	4853	10734	23645	6719	18018	9108	14696
ENSG00000174808	3	54	140	1	8	0	8	25	31	6
ENSG00000174827	19	35	11	28	17	34	4	28	33	1
ENSG00000174837	2	1	3	23	10	0	18	27	7	25
ENSG00000174839	1171	501	492	854	1079	1553	1088	1793	1230	826
ENSG00000174840	1215	502	515	862	980	1897	752	2236	1235	864
ENSG00000174842	484	815	691	591	389	1029	476	974	941	273
ENSG00000174844	9	12	22	16	6	59	10	19	6	30
ENSG00000174851	3662	2841	3693	4344	3212	2666	1690	9634	4361	3838
ENSG00000174871	390	289	444	1064	375	423	179	1403	430	792
ENSG00000174876	0	0	0	0	0	0	0	1	1	0
ENSG00000174885	55	36	55	2	7	19	43	99	70	12
ENSG00000174886	2340	4290	4181	5942	3552	2872	1764	7917	2292	22187
ENSG00000174891	1872	378	661	483	884	1001	1116	1162	2998	812
ENSG00000174898	1	0	1	7	2	1	0	2	0	14
ENSG00000174899	27	1	17	5	18	6	46	39	203	68
ENSG00000174903	8842	7195	8543	8796	9611	9510	5510	14762	9385	1961
ENSG00000174912	46	3	2	3	7	21	22	4	41	0
ENSG00000174914	0	0	0	1	0	0	0	0	0	0
ENSG00000174915	2876	3842	2837	4291	2206	3093	1359	5259	2438	3912
ENSG00000174917	3847	4010	3316	7436	3774	4598	2600	8840	2736	11421
ENSG00000174928	586	143	192	382	313	585	274	601	600	185
ENSG00000174930	0	0	0	0	0	0	0	0	0	0
ENSG00000174937	0	0	0	0	0	0	0	0	0	0
ENSG00000174938	1461	74	505	5152	1187	160	119	1080	747	113
ENSG00000174939	74	13	83	525	60	25	20	604	34	18
ENSG00000174942	0	0	0	0	0	0	0	0	0	0
ENSG00000174943	1357	1194	1518	1641	1245	1586	990	2454	1487	215
ENSG00000174944	6	59	1	6	40	110	38	2	59	3
ENSG00000174945	25	28	106	34	7	33	10	95	21	31
ENSG00000174946	3	2	2	2	9	3	4	7	0	2
ENSG00000174948	13	0	0	0	0	0	1	0	0	0
ENSG00000174950	1	87	238	0	0	0	7	48	12	20
ENSG00000174951	37	173	475	39	184	86	55	180	78	75
ENSG00000174953	4973	881	752	1305	1428	3453	2769	2900	5644	695
ENSG00000174957	0	0	0	1	0	0	0	0	0	0
ENSG00000174963	3	10	7	4	24	0	1	2	120	1
ENSG00000174970	0	0	0	0	0	0	0	0	0	0
ENSG00000174977	99	64	185	105	156	115	79	200	145	67
ENSG00000174982	0	0	0	0	0	0	0	0	0	0
ENSG00000174989	2950	807	625	588	1393	2175	1197	1750	2313	247
ENSG00000174990	3	0	0	6	5	1	4	3	0	18
ENSG00000174992	1	0	2	2	0	0	0	0	0	2
ENSG00000174996	2887	1764	2018	1954	2468	4236	1627	3700	3070	632
ENSG00000175003	9	8	7	18	12	10	10	32	8	18
ENSG00000175018	0	0	1	0	1	0	7	3	11	1
ENSG00000175029	5755	3241	3665	2741	3252	5668	5805	5233	7997	1633
ENSG00000175040	5903	2062	3878	6149	2923	6840	15690	5167	9507	1281
ENSG00000175048	406	200	259	400	511	531	602	680	172	1298
ENSG00000175054	2964	486	513	585	839	2183	1404	1289	2959	129
ENSG00000175061	51302	32854	34294	25088	14506	41548	17772	80706	20102	5377
ENSG00000175063	1339	846	3818	980	2124	805	648	2290	481	307
ENSG00000175065	0	0	0	1	1	0	0	0	0	0
ENSG00000175066	1388	479	418	496	410	1233	1039	662	3099	377
ENSG00000175073	1541	683	856	661	597	1265	1405	968	1754	381
ENSG00000175077	0	0	0	0	12	0	0	0	0	2
ENSG00000175084	135	186	14	125	422959	1	176	18	23	124
ENSG00000175087	875	690	810	791	483	1360	952	854	1546	432
ENSG00000175093	506	12	100	118	487	519	86	678	38	202
ENSG00000175097	38	1	1	3	0	0	0	2	3	0
ENSG00000175104	1397	277	296	254	339	699	502	453	1182	129
ENSG00000175105	987	260	267	542	386	1112	966	639	622	276
ENSG00000175106	106	92	91	90	117	121	88	220	146	83
ENSG00000175110	1715	694	802	1105	1035	1952	1346	2270	1878	618
ENSG00000175115	8725	8147	7446	8932	6087	10513	6546	14435	7578	6566
ENSG00000175121	2	0	1	3	0	0	111	26	3	0
ENSG00000175130	13701	18293	26385	31109	17230	23271	15409	31594	9289	10964
ENSG00000175137	3835	2241	1604	2422	2073	4171	2420	2811	3664	833
ENSG00000175143	0	0	0	0	0	0	0	0	0	3
ENSG00000175147	54	86	68	41	49	128	23	75	71	48
ENSG00000175155	1662	326	448	673	1303	2139	1603	772	1240	436
ENSG00000175161	2	0	17	0	69	0	77	2	10	7
ENSG00000175164	155	186	48	13	21	206	102	90	107	18
ENSG00000175166	10562	2474	3545	6468	9348	9634	5337	13683	12423	5411
ENSG00000175170	90	30	17	77	69	121	46	14	75	4
ENSG00000175175	50	21	30	54	22	137	14	21	40	28
ENSG00000175182	1551	1795	831	1698	1221	1790	1428	2953	1599	519
ENSG00000175183	361	465	140	711	1095	452	937	1897	272	78
ENSG00000175189	24	4	3	6	22	28	5	24	18	0
ENSG00000175193	2367	971	1263	2465	2011	2338	1855	4823	2816	3131
ENSG00000175197	585	547	863	831	4239	1634	1275	3417	1880	3909
ENSG00000175198	1960	478	300	744	786	1186	1496	1485	1225	304
ENSG00000175202	0	0	0	2	1	3	1	0	1	0
ENSG00000175203	9480	8097	8322	7834	10014	8237	8384	15755	9339	4724
ENSG00000175206	4	1	3	3	4	3	2	10	2	5
ENSG00000175213	1135	1103	787	1314	782	1073	667	1505	1037	1284
ENSG00000175215	18718	8585	7862	6515	13000	17450	20685	17006	32001	3531
ENSG00000175216	14238	6022	6645	3795	5249	9844	5846	7282	11879	1487
ENSG00000175220	6338	5970	4083	5438	6502	6722	5456	8206	9163	1416
ENSG00000175221	6728	4925	6106	7253	4438	6115	4532	9526	5407	10180
ENSG00000175224	5950	3102	2469	4303	3596	5686	2793	6421	7982	2970
ENSG00000175229	362	501	141	1177	299	136	145	150	187	877
ENSG00000175262	6	17	58	25	119	11	5	19	11	26
ENSG00000175264	2789	2004	701	6587	4052	8650	1944	3175	498	10129
ENSG00000175265	2397	5499	2072	3322	1199	4811	2342	2048	2527	1230
ENSG00000175267	30	35	77	33	19	23	13	42	42	24
ENSG00000175274	6951	7931	1538	7459	7730	13071	2009	10237	2191	3455
ENSG00000175279	127	169	186	198	158	142	119	340	132	152
ENSG00000175283	1420	959	1144	1107	1189	1230	710	2320	1765	1149
ENSG00000175287	130	177	1454	781	449	1010	314	2070	108	43
ENSG00000175294	3	1	4	4	13	10	6	9	10	13
ENSG00000175302	0	0	0	0	0	0	0	0	0	0
ENSG00000175305	272	59	51	30	78	232	123	73	257	23
ENSG00000175309	2795	1366	1183	1173	1766	2013	2781	2238	2593	398
ENSG00000175311	0	0	0	0	0	0	0	3	0	0
ENSG00000175315	4	8	19	8	46	2	1	103	6	23
ENSG00000175318	14	16	85	20	23	12	11	28	49	1
ENSG00000175319	0	0	0	0	0	0	0	0	0	4
ENSG00000175322	811	263	200	251	229	236	762	186	1089	35
ENSG00000175324	995	708	819	779	977	1082	825	1701	1204	89
ENSG00000175325	0	0	0	3	0	1	1	0	0	6
ENSG00000175329	0	0	0	0	0	1	1	0	1	1
ENSG00000175334	10167	10350	10383	10467	8270	6856	4881	16400	6592	4198
ENSG00000175336	2	2	1	4	4	2	3	2	0	3
ENSG00000175344	29	4	3	25	18	73	75	17	8	3
ENSG00000175348	2546	3202	3175	2834	2506	3357	2193	4451	4211	1804
ENSG00000175352	215	253	101	198	70	161	167	172	129	66
ENSG00000175354	2926	1693	1579	1392	1347	2835	1676	3977	1940	798
ENSG00000175356	2077	631	177	1764	1160	719	1919	468	604	265
ENSG00000175376	1792	1828	1474	1309	1111	1739	1171	1798	2261	850
ENSG00000175387	7643	4181	4313	3239	4451	6976	5880	6653	7572	2096
ENSG00000175390	23473	16226	18037	30231	12873	26038	12375	33527	16129	17161
ENSG00000175393	0	0	0	0	0	0	0	0	0	0
ENSG00000175395	2968	443	876	1289	1856	2573	2804	1566	3634	998
ENSG00000175398	0	0	1	1	0	0	0	0	0	0
ENSG00000175414	3103	1996	847	1155	1156	2089	1857	1962	1236	217
ENSG00000175416	2163	5975	4996	4782	6876	2904	2888	11352	3762	7707
ENSG00000175426	126	52	9	18	1595	59	29	24	7354	17
ENSG00000175445	116	136	81	137	1278	333	157	136	277	148
ENSG00000175449	301	253	121	179	110	271	205	139	248	113
ENSG00000175455	5247	1088	1206	1341	1489	4548	3060	1568	4820	304
ENSG00000175463	377	40	40	43	92	147	141	68	651	163
ENSG00000175467	6828	5230	6394	7949	5262	6457	3874	13247	6464	4958
ENSG00000175470	1841	1391	1717	1791	2081	1910	1459	3959	2055	946
ENSG00000175471	95	37	48	62	387	122	523	177	149	100
ENSG00000175482	766	694	1003	1304	1277	868	801	1687	1274	684
ENSG00000175485	5	1	0	0	1	0	0	1	2	0
ENSG00000175489	15	19	14	23	181	47	66	122	57	94
ENSG00000175497	14	242	200	0	0	2	7	6	1	2
ENSG00000175505	1705	751	881	730	1396	1200	433	4502	2892	248
ENSG00000175509	8	0	1	2	1	0	0	0	11	0
ENSG00000175513	2	0	1	3	0	0	0	0	1	9
ENSG00000175514	0	0	0	0	0	0	0	0	0	2
ENSG00000175518	32	47	17	11	21	31	33	36	56	3
ENSG00000175520	0	3	0	2	0	0	0	0	1	0
ENSG00000175535	0	0	0	0	0	0	0	0	0	0
ENSG00000175536	221	96	55	85	79	129	54	97	130	35
ENSG00000175538	593	266	202	537	659	3118	184	581	635	89
ENSG00000175544	5	7	5	9	74	12	15	4	7	21
ENSG00000175548	2634	863	592	550	1117	1473	1504	641	2227	153
ENSG00000175550	5271	10328	9013	11162	6298	5199	3271	16859	4850	10164
ENSG00000175556	424	35	5	40	102	99	102	61	155	30
ENSG00000175564	55	34	51	42	1288	106	54	76	100	22
ENSG00000175567	561	1085	2208	423	2346	916	582	1226	206	664
ENSG00000175573	4317	3082	3193	7189	3148	4934	2887	6172	3947	3821
ENSG00000175575	1601	475	1337	1627	913	1923	944	1945	1609	1095
ENSG00000175581	1168	918	918	1300	881	1147	698	1920	793	475
ENSG00000175582	9706	7208	6200	3640	5387	8431	6945	7631	13947	1932
ENSG00000175591	1	3	354	3	294	4	7	42	8	5
ENSG00000175592	62	256	99	79	281	52	22	3310	128	176
ENSG00000175595	998	377	270	273	337	792	594	423	958	202
ENSG00000175600	55	170	121	128	370	65	225	1291	67	201
ENSG00000175602	2786	3373	3167	12298	3186	3065	1197	7309	2236	34668
ENSG00000175604	0	1	1	0	2	3	0	2	1	2
ENSG00000175606	1338	505	833	760	919	1215	943	1517	1294	510
ENSG00000175611	273	197	96	215	229	424	239	447	316	239
ENSG00000175619	0	0	0	0	0	0	0	0	0	0
ENSG00000175634	1942	2721	1608	2027	2186	2402	1070	4319	3041	1167
ENSG00000175643	797	678	626	516	400	423	391	859	337	311
ENSG00000175646	0	0	0	0	0	0	0	0	0	0
ENSG00000175658	0	0	0	0	0	0	0	0	0	0
ENSG00000175662	3327	2177	1571	2455	2694	3755	3002	2614	5021	1501
ENSG00000175664	0	0	0	5	8	0	3	29	0	0
ENSG00000175676	0	0	0	1	0	0	1	0	0	0
ENSG00000175691	318	207	477	268	269	315	294	323	420	52
ENSG00000175697	141	16	40	60	46	153	193	190	258	8
ENSG00000175699	0	0	0	0	11	0	1	0	0	0
ENSG00000175701	733	713	977	1049	2707	824	273	2323	624	2541
ENSG00000175707	0	88	1047	3	2	3	37	388	101	37
ENSG00000175711	1083	336	429	639	470	655	351	724	734	325
ENSG00000175718	0	0	0	0	0	0	0	0	0	1
ENSG00000175727	5240	2386	2106	1768	6533	5002	1928	5324	4263	1753
ENSG00000175728	0	0	0	0	2	1	1	0	0	1
ENSG00000175730	7	3	8	3	5	9	5	6	12	1
ENSG00000175741	75	33	38	24	36	57	61	71	91	40
ENSG00000175745	9024	190	2081	221	2716	400	732	122	7782	80
ENSG00000175746	1	0	0	6	8	16	0	3	1	0
ENSG00000175749	5	11	2	4	10	0	3	2	2	10
ENSG00000175756	1993	6185	5382	6512	6800	4656	2288	8487	3908	20033
ENSG00000175764	275	129	79	104	479	206	226	259	242	51
ENSG00000175766	1	50	2	0	15	0	0	2	2	81
ENSG00000175768	1229	736	747	654	1279	949	673	1914	829	85
ENSG00000175772	41	97	16	25	17	83	11	76	40	19
ENSG00000175773	37	18	19	14	4	8	2	21	8	12
ENSG00000175779	0	0	0	1	1	0	0	0	0	0
ENSG00000175782	1990	997	843	1045	1125	1579	1229	1368	2394	571
ENSG00000175785	41	6	7	8	8	57	85	138	27	74
ENSG00000175787	416	107	132	89	113	342	190	138	438	17
ENSG00000175792	5868	1205	1687	3286	2722	4981	1635	6807	2443	1426
ENSG00000175793	29	39	196	23	89	60	65	5823	195	75
ENSG00000175800	1	0	2	0	3	0	0	3	1	1
ENSG00000175806	306	257	322	387	688	376	229	877	167	652
ENSG00000175809	0	0	0	0	0	0	0	0	0	2
ENSG00000175820	9	17	4	1	13	8	5	5	20	0
ENSG00000175826	9011	7493	5084	10123	9632	10072	8323	15493	9534	10760
ENSG00000175832	5777	4369	3585	10007	1762	3658	305	2854	4610	4621
ENSG00000175841	0	0	0	0	0	0	0	0	0	0
ENSG00000175854	922	1105	1503	2187	1574	1288	1082	2015	950	7029
ENSG00000175857	0	0	6	2	45	17	16	4	17	4
ENSG00000175866	4449	3588	6802	6400	2498	7157	3318	14170	4188	12022
ENSG00000175868	0	9	8	4	4	2	63	13	3	3
ENSG00000175874	14	6	5	35	50	169	9	13	6	3
ENSG00000175877	0	1	118	0	0	0	1	10	0	48
ENSG00000175879	1447	78	426	1704	560	3049	3041	507	2307	1207
ENSG00000175886	67	29	59	36	27	102	12	258	33	51
ENSG00000175893	1891	990	857	479	1115	1544	732	825	1940	158
ENSG00000175894	487	124	44	2	181	133	73	123	27	42
ENSG00000175895	789	353	613	518	397	910	595	494	1043	512
ENSG00000175899	6985	3640	4967	6670	34398	16440	22555	10486	9709	15059
ENSG00000175906	268	280	172	530	580	410	612	283	407	127
ENSG00000175920	150	272	3691	18	1159	22	147	528	374	1006
ENSG00000175928	1744	7249	978	18055	1612	285	6039	1453	15572	324
ENSG00000175931	5161	3094	2569	2712	2576	5079	3042	4386	4088	1764
ENSG00000175938	1503	1294	1740	1572	1053	1602	1070	1523	1028	4143
ENSG00000175946	26	12	1	0	209	56	6	20	1	2
ENSG00000175967	2	0	0	1	0	79	0	0	2	0
ENSG00000175970	4824	1785	1654	1878	2904	3992	3195	3515	3994	1778
ENSG00000175984	216	188	139	245	390	469	394	260	646	146
ENSG00000175985	41	20	18	3	58	11	50	72	37	9
ENSG00000176007	0	0	0	0	0	0	0	1	1	0
ENSG00000176009	1	0	0	2	0	0	0	0	0	2
ENSG00000176014	3832	3208	2873	2756	6244	3582	1637	19905	3096	648
ENSG00000176018	1789	443	568	381	668	1148	1715	769	1993	156
ENSG00000176020	4	2	0	1	2	3	4	2	0	17
ENSG00000176022	2578	3793	3525	7110	3662	4794	2189	8089	3508	7791
ENSG00000176024	405	276	335	352	241	458	434	534	626	223
ENSG00000176029	8	7	1	3	2	5	1	8	7	6
ENSG00000176040	1	0	0	0	0	1	0	0	0	5
ENSG00000176043	1	1	0	5	3	3	1	8	1	3
ENSG00000176046	112	163	98	188	4188	208	136	805	110	368
ENSG00000176049	68	518	23	58	377	2	35	4	216	56
ENSG00000176054	43	23	16	39	24	51	35	40	62	8
ENSG00000176055	2144	473	362	272	374	1029	912	632	749	162
ENSG00000176058	1521	2002	3036	825	2390	753	477	1455	1363	4926
ENSG00000176075	1	0	0	0	0	0	0	4	0	0
ENSG00000176076	3	5	1	3	30	52	14	18	2	1
ENSG00000176083	6	2	39	10	35	21	8	7	4	23
ENSG00000176087	5409	5489	3489	3110	4528	6826	3810	7609	6611	1846
ENSG00000176092	5	93	158	8	56	13	12	110	14	80
ENSG00000176095	3994	1576	1738	4166	3173	6065	3768	6482	3492	3924
ENSG00000176101	1987	3173	4072	2611	4284	2254	1581	3269	2430	3446
ENSG00000176102	2659	1387	1416	1625	1143	2921	1541	3007	1804	477
ENSG00000176105	4124	1979	1980	1140	1638	4022	2519	3074	4260	657
ENSG00000176108	1399	1579	1715	2623	2249	1147	1485	2451	1902	1678
ENSG00000176115	0	0	0	0	0	0	0	0	0	0
ENSG00000176124	945	339	329	436	277	825	583	533	536	357
ENSG00000176125	138	41	74	145	84	68	35	69	108	81
ENSG00000176134	0	0	0	1	0	0	0	0	0	0
ENSG00000176136	2	0	0	1	1	7	0	20	0	0
ENSG00000176142	3326	724	863	1179	1673	3036	3395	2264	4060	811
ENSG00000176148	889	599	316	450	424	647	453	925	757	376
ENSG00000176153	6	3	2	1	6	46	7	20	13	0
ENSG00000176155	1692	871	1302	1239	1006	1389	978	2005	2271	1420
ENSG00000176160	2	4	3	1	3	3	0	0	6	2
ENSG00000176165	9	1	21	7	2	0	84	19	5936	5
ENSG00000176170	1745	328	967	3899	3707	1528	2301	18564	1226	4216
ENSG00000176171	1536	3688	814	4814	2787	5440	832	3217	1306	1141
ENSG00000176177	0	2	1	2	0	0	1	0	1	1
ENSG00000176182	573	459	660	796	748	749	561	1021	553	416
ENSG00000176183	2	1	1	1	0	4	0	8	5	7
ENSG00000176194	24	3	7	4	9	6	0	81	2	18
ENSG00000176198	1	0	0	0	0	0	3	0	0	0
ENSG00000176200	0	0	0	0	0	0	0	0	0	2
ENSG00000176204	10	0	18	2	15	0	0	0	4	8
ENSG00000176208	545	200	233	140	148	429	211	319	435	49
ENSG00000176209	1725	1696	2072	1533	1391	2003	927	2392	1384	1006
ENSG00000176219	0	0	0	0	0	1	0	0	0	0
ENSG00000176222	972	432	327	563	421	931	137	563	1044	150
ENSG00000176225	1566	620	545	493	856	1447	958	553	1211	167
ENSG00000176230	0	0	0	0	0	0	0	0	0	0
ENSG00000176231	0	0	0	0	0	0	0	0	0	2
ENSG00000176232	0	0	0	0	0	0	0	0	0	0
ENSG00000176236	55	8	18	22	32	33	8	30	36	11
ENSG00000176239	0	0	0	0	0	0	0	0	0	0
ENSG00000176243	0	0	0	0	0	0	0	0	0	0
ENSG00000176244	117	7	37	3	80	47	31	23	24	0
ENSG00000176246	0	0	0	0	0	0	0	0	0	4
ENSG00000176248	3516	2063	2328	2985	2991	3244	2060	4664	4130	1268
ENSG00000176253	0	0	0	0	0	0	0	0	0	0
ENSG00000176256	0	2	0	0	0	0	0	0	0	0
ENSG00000176261	329	883	680	733	748	909	632	1241	950	999
ENSG00000176268	42	41	13	9	42	44	18	18	34	0
ENSG00000176269	0	0	0	0	0	0	0	0	0	0
ENSG00000176273	1085	316	276	273	417	1307	473	542	1346	81
ENSG00000176281	0	0	0	0	0	0	0	0	0	0
ENSG00000176289	4	5	16	8	3	2	10	8	1	13
ENSG00000176290	0	0	1	2	0	0	0	0	0	0
ENSG00000176293	2768	567	630	1240	793	2169	1317	1023	2214	495
ENSG00000176294	0	0	0	4	0	0	0	0	0	6
ENSG00000176299	0	0	0	0	0	0	0	0	0	2
ENSG00000176302	7	2	0	0	1	1	1	0	5	7
ENSG00000176312	0	0	0	0	0	0	0	0	0	0
ENSG00000176318	0	1	0	0	0	0	0	0	0	0
ENSG00000176320	2	0	1	2	0	1	0	1	0	2
ENSG00000176340	4742	8153	6207	6543	6801	5836	2850	11606	4283	6781
ENSG00000176343	6	0	1	3	2	6	1	8	2	2
ENSG00000176349	78	5	2	0	34	1	15	22	58	83
ENSG00000176358	3	2	1	2	84	5	3	3	4	0
ENSG00000176371	913	115	320	355	350	588	522	415	523	283
ENSG00000176378	0	0	0	0	0	0	0	0	0	0
ENSG00000176381	13	3	0	1	10	6	1	7	4	1
ENSG00000176383	108	36	162	107	82	116	9	208	81	67
ENSG00000176386	553	195	554	464	701	570	505	1079	441	226
ENSG00000176387	220	474	180	573	823	1369	340	474	317	679
ENSG00000176390	1278	731	634	376	648	1272	1058	924	1628	184
ENSG00000176393	2192	2206	3106	1138	2099	2945	2060	3483	2630	636
ENSG00000176396	1130	913	1002	982	803	1258	752	1825	1202	495
ENSG00000176399	0	23	207	1	43	1	20	10	346	36
ENSG00000176401	520	206	126	466	215	473	373	493	391	672
ENSG00000176402	9	1	1	3	7	10	2	9	13	0
ENSG00000176406	7	1	2	23	59	0	4	20	5	4
ENSG00000176407	3490	2233	2590	2142	3537	3482	2734	5350	3555	1693
ENSG00000176410	1243	915	1043	1428	714	1049	882	1903	1145	1703
ENSG00000176422	1923	1722	910	1208	1221	1769	1133	2864	1526	962
ENSG00000176428	343	145	824	725	321	493	380	347	290	197
ENSG00000176435	736	96	231	1236	4147	1995	1361	922	481	1113
ENSG00000176438	1033	660	492	393	914	339	1443	1546	1809	374
ENSG00000176444	3817	2141	2594	1931	2302	6384	2516	3673	3967	633
ENSG00000176454	2457	2837	2523	2582	1880	3006	2634	3672	2760	563
ENSG00000176463	3339	2604	1974	4572	1803	4818	3259	2729	3653	2898
ENSG00000176472	470	518	529	1242	410	790	708	488	505	382
ENSG00000176473	875	508	521	783	660	707	284	929	835	1645
ENSG00000176476	901	1363	1132	1086	797	656	571	1257	609	599
ENSG00000176485	34	732	24	43	1541	53	178	216	36	388
ENSG00000176490	1822	824	474	1580	1019	513	23	5564	467	704
ENSG00000176495	0	0	0	0	0	0	0	0	0	0
ENSG00000176510	0	0	0	1	2	0	0	0	0	3
ENSG00000176515	8	0	1	3	3	2	3	1	2	1
ENSG00000176531	156	286	1423	435	598	592	1026	550	600	687
ENSG00000176532	22	142	633	245	113	4	13	178	224	9
ENSG00000176533	1562	95	923	1566	884	1400	86	2638	200	1309
ENSG00000176540	0	0	0	1	0	0	0	1	0	0
ENSG00000176542	2008	341	305	350	641	1281	1392	605	1852	142
ENSG00000176547	0	0	0	0	0	0	0	0	0	0
ENSG00000176555	0	0	0	0	0	0	0	0	0	2
ENSG00000176563	68	66	24	35	27	76	41	57	96	17
ENSG00000176566	0	1	0	0	0	0	1	0	3	5
ENSG00000176567	0	0	0	0	0	0	0	0	0	0
ENSG00000176571	0	0	0	2	0	0	1	0	0	0
ENSG00000176584	0	0	2	0	0	0	0	0	0	1
ENSG00000176593	1066	288	195	316	228	1139	594	262	968	191
ENSG00000176595	8047	7	27	209	1799	12276	54	1384	1249	4112
ENSG00000176597	656	36	126	85	2161	259	232	296	437	22
ENSG00000176601	3	0	2	4	6	0	2	6	5	5
ENSG00000176605	0	0	0	1	0	0	0	0	0	1
ENSG00000176619	10317	5332	6270	6671	7501	8511	4249	17066	5719	2636
ENSG00000176623	3091	2568	1960	1672	1710	3083	2209	2334	4067	1812
ENSG00000176624	4537	2089	1660	734	2009	3000	2376	2289	4564	317
ENSG00000176635	0	0	0	3	0	0	0	9	0	0
ENSG00000176641	5340	512	498	439	2842	1277	302	492	459	80
ENSG00000176654	0	0	0	3	0	1	0	1	0	1
ENSG00000176658	3854	2146	3379	2475	5215	4674	3921	7951	3220	1464
ENSG00000176659	2	0	94	0	6	2	2	5	1	0
ENSG00000176678	654	62	126	108	459	248	19	325	94	1053
ENSG00000176679	0	0	0	0	0	0	0	0	0	1
ENSG00000176681	159	57	34	6	11	20	38	12	21	0
ENSG00000176692	2253	68	282	313	855	1101	39	4067	159	513
ENSG00000176695	0	0	0	0	0	0	0	0	0	2
ENSG00000176697	56	256	574	113	130	15	1525	29	413	6
ENSG00000176700	239	79	86	58	162	323	312	273	319	36
ENSG00000176714	759	145	224	145	208	524	500	193	602	74
ENSG00000176715	1085	982	730	1013	1129	1500	1181	2320	834	1384
ENSG00000176716	3	0	0	2	4	3	2	0	1	5
ENSG00000176720	7469	6191	3378	6516	7648	3653	3281	17631	3581	25985
ENSG00000176723	615	120	200	188	163	264	272	213	399	137
ENSG00000176728	0	230	0	278	0	1	0	278	0	254
ENSG00000176731	2146	2082	1738	1932	1377	2161	1344	3461	1694	1112
ENSG00000176732	136	74	85	103	69	171	100	116	131	24
ENSG00000176742	0	0	0	0	0	0	0	0	0	1
ENSG00000176746	0	0	0	0	0	0	0	0	0	0
ENSG00000176748	0	0	0	0	0	0	0	0	0	0
ENSG00000176749	831	188	187	640	347	473	578	140	852	21
ENSG00000176752	0	0	0	0	0	0	0	0	0	0
ENSG00000176753	29	9	46	3	6	13	19	30	25	0
ENSG00000176754	0	0	1	6	0	0	1	1	0	3
ENSG00000176761	35	5	10	1	15	22	17	4	21	2
ENSG00000176769	957	441	1680	969	395	3137	0	3114	1256	206
ENSG00000176771	715	1420	246	69	55	252	504	146	350	2
ENSG00000176774	0	0	0	0	0	0	0	0	0	0
ENSG00000176782	0	0	0	0	0	0	0	0	0	0
ENSG00000176783	4130	2394	4181	2890	2766	3582	3128	4746	3970	1167
ENSG00000176787	0	0	0	0	0	0	0	0	0	0
ENSG00000176788	6969	2703	2742	6043	3319	584	8240	6372	3722	1074
ENSG00000176797	0	0	0	0	0	0	0	0	0	0
ENSG00000176798	0	0	0	0	0	0	0	0	0	0
ENSG00000176809	675	758	581	481	656	878	457	424	823	124
ENSG00000176812	0	0	1	1	0	0	0	0	0	0
ENSG00000176826	17	42	45	8	23	87	134	91	119	5
ENSG00000176834	1099	306	1039	469	870	905	413	1129	347	334
ENSG00000176840	2	0	3	6	1	0	0	1	1	3
ENSG00000176842	3152	1688	1127	2452	1400	1564	3648	733	3514	921
ENSG00000176845	3727	802	4246	1274	6023	1885	2338	19181	4297	7042
ENSG00000176853	3035	2083	1632	1106	1103	2458	2270	2143	4402	485
ENSG00000176855	0	0	2	0	0	0	0	2	1	0
ENSG00000176857	1	1	0	0	1	1	1	0	1	4
